str_yes|نعم.
str_gondor_rumor_18|نحن قولون للحق، نحن سكان غوندور. نادرًا ما نتفاخر، ثم نؤدي، أو نموت ونحن نحاول.
str_dwarf_rumor_begin|يسألوننا إذا كان للأقزام أي أصدقاء. بالطبع لدينا أصدقاء. لكننا لا نحبهم.
str_dwarf_rumor_2|عفاريت؟ بفف! شحم فأس، كل ما هم عليه.
str_dwarf_rumor_3|ما هذا الذي ترتديه؟ لا يبدو أنه سيحميك من لدغة نحلة. ويبدو مضحكًا.
str_dwarf_rumor_4|بالطبع يمكننا ركوب الخيل. نحن فقط لا نريد!
str_dwarf_rumor_5|انصرف! لا نحتاج لأمثالك هنا، العفاريت سيئون بما يكفي.
str_dwarf_rumor_6|بمن تدعو قصيرًا؟
str_dwarf_rumor_7|كان يجب أن ترى كهوف هورنبرغ. لو كان بإمكاننا فقط استخراج كل الجواهر هناك...
str_dwarf_rumor_8|لا كلمة من إخواننا في موريا منذ فترة الآن. أراهن أنهم يريدون فقط الاحتفاظ بكل الثروات لأنفسهم!
str_dwarf_rumor_9|جان؟ ماذا فعل لنا الجان على الإطلاق؟ حسنًا، فنون الشفاء، لكن إلى جانب ذلك؟ حسنًا، بعض تقنيات الحدادة، لكن أي شيء آخر؟ حسنًا، إنهم يحاربون الظل، لكن بصرف النظر عن ذلك، ماذا فعلوا حقًا لأجلنا، أسألك؟
str_dwarf_rumor_10|إبريق جعة، خنزير مشوي، فتاة بلحية كثيفة وأنا سعيد!
str_dwarf_rumor_11|حسنًا، بريان، أنا أفتتح منجمًا! ماذا؟ آه؟ حسنًا، بريان، أنا أفتتح منجمًا!
str_dwarf_rumor_12|نحن، الأقزام، نبني دائمًا أكثر من مدخل واحد لمناجمنا. ثم هناك المداخل السرية أيضًا.
str_dwarf_rumor_13|غريبة هي طرق البشر.
str_dwarf_rumor_14|لم يكل شعب دورين إذن تحت الجبال استيقظت الموسيقى: عزف القيثاريون، وغنى المنشدون، وعلى البوابات دوت الأبواق.
str_dwarf_rumor_15|*يدندن بهدوء* اقتل الرجال! اقتل الجان! وفر الذهب لأنفسنا!
str_mordor_rumor_begin|لوغبورز تأمر!
str_mordor_rumor_2|سيهزم النازغول عالم الرجال!
str_mordor_rumor_3|لماذا لا تعمل، غلوب! العين تراقب!
str_mordor_rumor_4|قريبًا، يأتي الظلام! دورب-بورز!
str_mordor_rumor_5|جائع! أين الطعام؟
str_mordor_rumor_6|سوف نأكل رجال المدينة البيضاء!
str_mordor_rumor_7|السيد يدرب أولوغ-هاي للحرب!
str_mordor_rumor_8|ورغ عض إصبعي. ويؤلم حقًا! قذارة الورغ!
str_mordor_rumor_9|لا تثق بسارومان-غلوب!
str_mordor_rumor_10|عفاريت الجبال ضعفاء! نحن أقوياء! سوف نأكل السناغات القبليين!
str_mordor_rumor_11|أوروك غلوب إشي كرامب شار-كوك.
str_mordor_rumor_12|نازغول رونك إشي غيمب أولوغ-هوش شا أوروك-باغ. ها ها ها!
str_mordor_rumor_13|سناغا سرق لحمي، بوشدوغ!
str_mordor_rumor_14|Gu kibum kelkum-ishi, burzum-ishi. Akha-gum-ishi ashi gurum.
str_mordor_rumor_15|Isengard uruk-hai u bagronk sha pushdug Saruman-glob bubhosh skai!
str_mordor_rumor_16|إذا أهانك - اقتله. إذا قاتلك - اقتله. إذا نظر إليك - اقتله. إذا كان ميتًا - كله.
str_mordor_rumor_17|أوروك-هاي سارومان يقولون إنهم لا يمانعون الشمس. بوبوش سكاي!
str_mordor_rumor_18|كل ميت، كل فاسد. جان ورجال وعفاريت. في المستنقعات الميتة!
str_mordor_rumor_19|لا تأتي بين النازغول وفريسته!
str_mordor_rumor_20|إيسنجاردرز؟ جارفوا الوحل لساحر قذر صغير! إنهم يأكلون لحم العفاريت، أنا متأكد.
str_mordor_rumor_21|ميركوود في أيدينا بالفعل، لكن الجان لا يعلمون ذلك بعد.
str_mordor_rumor_22|ارفع يقظتك إذا كنت لا تريد أن تتعرض لكمين في إثيليان. أولئك ذوو القلانس الخضراء الملعونون...
str_mordor_rumor_23|حيثما يوجد سوط توجد طريقة.
str_isengard_rumor_begin|شاركو يأمر!
str_isengard_rumor_2|رجال الخيل طعام! بوبوش!
str_isengard_rumor_3|سيحصل رجال الخيل على مفاجأة رمح! ها ها ها!
str_isengard_rumor_4|سارومان لديه حيل كثيرة! فولاذ قوي وحجر ناري!
str_isengard_rumor_5|الرجال المتوحشون نتن! لكن شاركو حكيم. إنه يعرف كيف يستخدمهم.
str_isengard_rumor_6|حثالة موريا تربي أولوغ-هاي! كبير! سكاي!
str_isengard_rumor_7|السيد الحكيم يجعل أوروك-هاي أقوياء!
str_isengard_rumor_8|الورغ أسرع من الحصان! الورغ يأكل الحصان!
str_isengard_rumor_9|أوروك-هاي سوف يدوسون رجال الخيل!
str_isengard_rumor_10|طحن! طحن! طحن!
str_isengard_rumor_11|أوروك غلوب إشي كرامب شار-كوك.
str_isengard_rumor_12|أحرق الغابة! اصنع أسلحة! اقتل رجال الخيل!
str_isengard_rumor_13|ابتعد عن البرزيركر قبل أن يبدأ بتقطيعنا!
str_isengard_rumor_14|رأيت برزيركر يطعن برمح رجل خيل. لقد سحب الرجل الصغير من حصانه بالرمح الذي اخترق أحشاءه.
str_isengard_rumor_15|لا أثق بتلك الخنازير الجبلية الصغيرة. إيسنجاردرز سيربحون هذه الحرب، معهم أو بدونهم.
str_isengard_rumor_16|باليد البيضاء! ما فائدة إرسال يرقات الجبال للقتال لأجلنا، غير مدربة إلا نصف تدريب! عفاريت وعفاريت الشمال الملعونون!
str_isengard_rumor_17|كنت لأدغدغ بعض الأسرى بسكيني. أحيانًا تحتاج أن تجعل تلك الفئران البائسة تصرخ!
str_isengard_rumor_18|هناك شيء واحد فقط تستطيع يرقات وفئران لوغبورز فعله: يمكنها الرؤية كالأزاميل في الظلام.
str_isengard_rumor_19|نحن نقطع الغابة، لكن العديد من العفاريت الذين يدخلونها لا يخرجون أبدًا.
str_isengard_rumor_20|حيثما يوجد سوط توجد طريقة.
str_rhun_rumor_begin|اركب كريح السهوب!
str_rhun_rumor_2|الأقزام جشعون وحقيرون. ورجال ديل يساعدونهم على استغلالنا وخداعنا.
str_rhun_rumor_3|جاء ثلاثة سحرة إلى أراضينا منذ فترة. أتساءل ماذا يفعلون.
str_rhun_rumor_4|أراضينا شاسعة وقليلة السكان. لكننا نعرف كيف نعيش هناك.
str_rhun_rumor_5|كنا نتاجر مع الجان والأقزام بخمرنا وتبغ الغليون من الأراضي الخصبة. لكنهم يغشون ويكذبون!
str_rhun_rumor_6|أبناء عمومتنا من كهاند يفضلون القتال على الأقدام، لكننا نعرف أن ركوب الخيل أفضل.
str_rhun_rumor_7|لقد هزمنا جحافل غوندور من قبل، وسنفعلها مرة أخرى!
str_rhun_rumor_8|نحن نقاتل حتى الموت! لا نتراجع أبدًا، لا نلوذ بالفرار أبدًا! لا خطوة للخلف!
str_rhun_rumor_9|فجر أحمر قد أشرق في الشرق. غسق أحمر ينتظر الغرب!
str_rhun_rumor_10|نساء الجان؟ ناه! هشات جدًا!
str_rhun_rumor_11|كل من أبنائي قد أحضر لي بالفعل رأس عدو. وابنتي أحضرت لي خصيتي أحدهم. ها ها ها!
str_rhun_rumor_12|العفاريت وحوش قذرة بلا مهارة ولا شجاعة. لا مكان لهم في ساحة المعركة.
str_rhun_rumor_13|ما هو أفضل شيء في الحياة؟ سحق أعدائك، ورؤيتهم يُطردون أمامك، وسماع نواح نسائهم.
str_dunland_rumor_begin|لن نرتاح حتى ننتقم ونرى ذوي الرؤوس القش على ركبهم!
str_dunland_rumor_2|أوغاد روهيريم يتوددون إلى خيولهم في الليل! ها ها ها!
str_dunland_rumor_3|ذئاب الليل تستطيع الرؤية في الظلام. حتى في الليل، رماحهم لا تخطئ هدفها أبدًا.
str_dunland_rumor_4|الموت للفورغويل! الموت لذوي الرؤوس القش! الموت للصوص من الشمال!
str_dunland_rumor_5|يدعونها روهان الآن، لكنها أرض أجدادنا! سننتقم لأسلافنا ونطرد لصوص الأرض القذرين.
str_dunland_rumor_6|لا تدع الفورغويل يمسك بك، وإلا سيعذبونك ويحرقونك حيًا!
str_dunland_rumor_7|نحن دم الذئب وقوة الخنزير!
str_dunland_rumor_8|الفورغويل يعتقدون أننا همج وأغبياء. دعنا نرى رأيهم بعد أن يلتقي فرسانهم برجال رماحنا.
str_dunland_rumor_9|غربان آيزنغارد ستنقر عيون ذوي الرؤوس القش، ذئاب دونلاند ستعض رقابهم.
str_dunland_rumor_10|أمسكت بذئب وقتلته بيدي العاريتين. سأكسر رقبة رجل خيل كغصن شجرة! غررر!
str_dunland_rumor_11|وجد زعيمنا سيفًا برونزيًا قديمًا في تل دفن. لواه وألقاه في المستنقع. أرواح التلال ستكون إلى جانبنا بالتأكيد. إنها الطريقة القديمة.
str_dunland_rumor_12|قاتل أسلافي مع فريكا ولاحقًا وولف ضد الفورغويل الملطخين بالدماء. نحن نتذكر شجاعتهم.
str_beorn_rumor_begin|الغابات شاسعة وجميع أنواع المخلوقات تعيش بداخلها.
str_beorn_rumor_2|النحل البري يصنع أفضل عسل!
str_beorn_rumor_3|جان الغابة بعيدون المنال لكنهم طيبون. أقزام الجبال صاخبون ومبتهجون. رجال ديل يعملون بجد.
str_beorn_rumor_4|نرى العديد من الوحوش الغريبة تمر عبر أراضينا.
str_beorn_rumor_5|أنام طوال الليل، وأعمل طوال اليوم!
str_beorn_rumor_6|الشر يتسلل من الجبال هناك.
str_beorn_rumor_7|الغابة العظيمة لم تعد كما كانت!
str_beorn_rumor_8|قوة الفأس ليست في النصل، بل في المقبض.
str_beorn_rumor_9|نمنا خلال الشتاء الماضي. ماذا؟ نعم، تحتاج أن تأكل كثيرًا في الخريف لتدوم طوال الشتاء هكذا.
str_beorn_rumor_10|رجال روهان هم أقرباؤنا، الدببة هم دمنا، العفاريت هم فريستنا!
str_beorn_rumor_11|نتحول إلى دببة؟ بالطبع لا. من أخبرك بذلك؟ ها ها ها!
str_beorn_rumor_12|كان بيورن رجلاً عظيماً. لا، ليس رجلاً، عملاقًا!
str_beorn_rumor_13|أفضل وأجرأ محاربي الحطابين لا يخافون ظلال الغابة. يمكنهم القتال في الظلام تمامًا مثل العفاريت وغيرهم من الأرجاس الذين يتربصون في الغابة.
